evid,time,latitude,longitude,depth_km,magnitude_gamma,qnpair,qndiffP,qndiffS,rmsP,rmsS
awr_000251,2019-04-18T12:36:48.269000,35.89977,-117.98682,11.487,0.645,13,44,95,0.01,0.01
awr_000252,2019-04-18T12:47:20.706000,35.89946,-117.98687,11.544,0.529,7,24,37,0.01,0.01
awr_000253,2019-04-18T13:27:27.200000,36.02831,-117.78312,2.68,-0.058,6,16,25,0.03,0.02
awr_000254,2019-04-18T13:30:31.646000,36.02831,-117.78271,2.602,-0.037,2,5,11,0.01,0.01
awr_000255,2019-04-18T14:32:48.239000,35.89998,-117.98774,11.435,0.918,12,31,86,0.01,0.01
awr_000256,2019-04-18T14:38:02.764000,36.07926,-117.8718,5.19,0.449,1,3,4,0.0,0.01
awr_000257,2019-04-18T14:56:45.985000,35.90047,-117.98778,11.369,0.897,1,1,5,0.0,0.0
awr_000258,2019-04-18T15:48:30.186000,35.89984,-117.98755,11.471,0.873,12,23,88,0.01,0.01
awr_000259,2019-04-18T19:38:03.495000,36.02402,-117.80381,2.228,0.323,2,11,5,0.01,0.01
awr_000260,2019-04-18T22:04:39.343000,36.07892,-117.86704,4.948,0.314,9,31,46,0.01,0.01
awr_000261,2019-04-18T23:04:37.787000,35.50646,-118.37504,9.488,0.89,1,3,4,0.0,0.0
awr_000262,2019-04-18T23:51:08.758000,36.07958,-117.86705,4.959,0.92,17,49,90,0.02,0.02
awr_000263,2019-04-19T00:22:59.984000,35.90006,-117.98751,11.372,0.602,6,13,30,0.01,0.01
awr_000264,2019-04-19T01:21:29.901000,36.06733,-117.69059,2.708,0.572,71,507,440,0.01,0.02
awr_000265,2019-04-19T04:03:03.073000,36.03773,-117.77192,2.445,-0.503,1,2,4,0.0,0.01
awr_000266,2019-04-19T04:49:35.156000,36.03767,-117.77414,2.216,-0.38,1,4,2,0.02,0.01
awr_000267,2019-04-19T05:33:35.604000,36.42291,-117.86967,3.595,0.612,1,2,4,0.0,0.01
awr_000268,2019-04-19T07:03:46.217000,36.11652,-117.83867,4.082,0.514,58,236,344,0.02,0.02
awr_000269,2019-04-19T09:13:12.003000,36.11617,-117.83857,4.119,0.478,50,200,278,0.03,0.02
awr_000270,2019-04-19T10:18:21.287000,36.11641,-117.83859,4.077,-0.074,49,132,266,0.02,0.02
awr_000271,2019-04-19T10:19:37.814000,36.1152,-117.83777,4.079,-0.136,6,12,28,0.05,0.02
awr_000272,2019-04-19T10:27:24.606000,36.16405,-117.84975,2.296,0.894,3,12,7,0.01,0.03
awr_000273,2019-04-19T14:47:25.914000,36.11625,-117.67165,3.219,-0.042,64,190,280,0.01,0.02
awr_000274,2019-04-19T18:10:49.044000,36.33438,-118.10352,11.545,1.292,2,14,17,0.01,0.01
awr_000275,2019-04-19T18:22:30.379000,35.40071,-118.47111,3.255,1.144,4,16,21,0.01,0.01
awr_000276,2019-04-19T20:06:56.523000,36.03641,-117.76786,2.766,-0.072,6,26,16,0.01,0.02
awr_000277,2019-04-19T20:46:27.831000,35.9629,-117.66388,4.087,-0.095,2,8,4,0.04,0.05
awr_000278,2019-04-19T22:18:27.519000,36.0294,-117.77336,2.915,0.017,22,82,70,0.02,0.03
awr_000279,2019-04-19T23:26:39.620000,36.10577,-117.84787,3.869,0.026,5,14,21,0.03,0.02
awr_000280,2019-04-19T23:45:34.563000,35.31238,-118.54223,8.875,1.271,5,23,20,0.01,0.01
awr_000281,2019-04-20T02:32:15.585000,36.09345,-117.86649,4.617,0.36,41,159,209,0.02,0.02
awr_000282,2019-04-20T06:47:02.955000,36.11656,-117.83865,4.071,0.387,66,225,350,0.04,0.02
awr_000283,2019-04-20T10:54:36.070000,36.06846,-117.69117,2.52,1.255,71,550,476,0.02,0.02
awr_000284,2019-04-20T11:14:12.384000,36.06864,-117.69072,2.558,0.372,72,472,441,0.02,0.01
awr_000285,2019-04-20T11:23:28.996000,36.33392,-118.10363,11.56,1.092,2,15,18,0.01,0.01
awr_000286,2019-04-20T11:37:47.450000,36.06857,-117.69087,2.557,0.903,74,503,520,0.03,0.02
awr_000287,2019-04-20T12:38:52.998000,36.03101,-117.54337,3.712,0.047,2,5,7,0.01,0.03
awr_000288,2019-04-20T13:11:00.559000,36.33407,-118.10434,11.612,1.166,2,15,17,0.01,0.01
awr_000289,2019-04-20T14:54:55.106000,36.06877,-117.69085,2.51,1.75,71,530,492,0.01,0.02
awr_000290,2019-04-20T15:28:13.622000,36.11627,-117.83847,4.125,0.282,67,259,392,0.02,0.02
awr_000291,2019-04-20T15:52:53.248000,36.06928,-117.83447,4.198,0.572,37,115,191,0.01,0.01
awr_000292,2019-04-20T17:27:51.689000,35.90854,-117.66432,4.709,-0.251,7,23,33,0.01,0.01
awr_000293,2019-04-20T17:41:45.782000,35.78224,-117.9392,3.345,1.36,3,11,9,0.02,0.06
awr_000294,2019-04-21T01:25:57.624000,36.07446,-117.88297,4.116,1.693,10,38,60,0.03,0.02
awr_000295,2019-04-21T03:57:23.601000,36.02563,-117.77478,3.057,0.159,33,152,123,0.01,0.01
awr_000296,2019-04-21T04:08:12.384000,36.02551,-117.77466,3.057,0.348,44,221,165,0.02,0.01
awr_000297,2019-04-21T04:48:33.780000,36.02572,-117.7749,3.155,0.143,12,61,49,0.02,0.01
awr_000298,2019-04-21T06:57:54.980000,36.02558,-117.77477,3.163,0.243,25,114,121,0.03,0.01
awr_000299,2019-04-21T10:44:39.020000,36.0253,-117.77499,3.199,0.16,6,28,21,0.02,0.02
awr_000300,2019-04-21T11:32:24.342000,35.91218,-117.92423,3.58,0.791,2,5,9,0.02,0.05
awr_000301,2019-04-21T11:50:27.352000,36.11669,-117.83859,4.116,0.017,36,132,193,0.03,0.02
awr_000302,2019-04-21T11:52:34.051000,36.11673,-117.83861,4.132,0.698,48,201,263,0.03,0.02
awr_000303,2019-04-21T12:17:06.991000,36.10034,-117.78832,6.959,-0.196,8,27,26,0.01,0.01
awr_000304,2019-04-21T12:22:04.069000,36.02589,-117.77489,3.103,0.103,32,135,116,0.01,0.01
awr_000305,2019-04-21T12:24:08.024000,36.02639,-117.77387,3.234,-0.394,1,3,3,0.03,0.02
awr_000306,2019-04-21T16:04:44.182000,36.02619,-117.77472,3.166,-0.041,15,68,68,0.01,0.01
awr_000307,2019-04-21T16:58:49.943000,36.11935,-117.66924,3.073,0.357,94,490,379,0.02,0.02
awr_000308,2019-04-21T17:13:14.281000,36.1155,-117.86503,4.016,1.301,4,19,13,0.04,0.02
awr_000309,2019-04-21T19:32:04.872000,36.11598,-117.83774,4.154,-0.087,26,97,118,0.03,0.02
awr_000310,2019-04-21T19:49:12.836000,36.11693,-117.83899,4.162,0.726,62,199,300,0.03,0.02
awr_000311,2019-04-21T21:00:44.592000,36.11708,-117.83893,4.164,0.002,48,162,234,0.02,0.02
awr_000312,2019-04-21T22:04:22.488000,36.11613,-117.83792,4.151,-0.294,25,63,128,0.02,0.02
awr_000313,2019-04-21T23:47:13.528000,35.88345,-118.07563,8.575,0.366,4,14,19,0.01,0.01
awr_000314,2019-04-22T03:03:28.285000,35.602,-118.39602,4.673,1.676,1,3,5,0.01,0.01
awr_000315,2019-04-22T03:47:35.113000,36.02565,-117.77464,3.161,0.018,23,113,70,0.02,0.01
awr_000316,2019-04-22T03:48:31.662000,35.91218,-117.92423,3.58,0.332,1,2,5,0.0,0.0
awr_000317,2019-04-22T04:44:32.212000,36.1161,-117.8382,4.145,0.831,72,312,441,0.03,0.02
awr_000318,2019-04-22T08:12:49.771000,35.38084,-118.55646,7.859,3.124,31,115,165,0.01,0.01
awr_000319,2019-04-22T08:13:15.891000,35.38171,-118.55849,7.873,2.534,24,70,144,0.01,0.02
awr_000320,2019-04-22T09:45:57.338000,36.12415,-117.67592,2.339,0.119,2,11,10,0.0,0.0
awr_000321,2019-04-22T13:53:32.881000,35.93731,-117.68636,5.712,0.161,15,53,43,0.03,0.02
awr_000322,2019-04-22T18:11:22.004000,36.031,-117.69093,3.211,0.518,20,66,80,0.02,0.02
awr_000323,2019-04-23T04:25:12.926000,35.3793,-118.55743,6.53,1.041,1,3,3,0.03,0.04
awr_000324,2019-04-23T05:29:42.729000,35.57286,-118.45103,11.739,0.467,2,3,10,0.0,0.0
awr_000325,2019-04-23T13:14:41.770000,35.749,-117.68654,11.279,0.239,2,7,9,0.01,0.01
awr_000326,2019-04-23T16:15:04.692000,36.07389,-117.88364,4.073,0.202,7,24,30,0.02,0.02
awr_000327,2019-04-23T17:46:24.563000,36.11706,-117.83883,4.158,-0.046,29,82,143,0.02,0.02
awr_000328,2019-04-23T22:04:56.501000,36.01281,-117.8072,2.404,0.359,30,111,122,0.04,0.01
awr_000329,2019-04-23T22:05:08.245000,36.01294,-117.80742,2.431,-0.073,3,7,12,0.01,0.01
awr_000330,2019-04-24T00:35:44.063000,36.07117,-117.68928,2.491,0.001,64,278,259,0.01,0.02
awr_000331,2019-04-24T01:20:58.668000,36.26727,-118.32118,-0.025,1.431,1,5,7,0.01,0.0
awr_000332,2019-04-24T02:53:11.471000,36.11709,-117.83823,4.069,0.539,38,153,189,0.04,0.03
awr_000333,2019-04-24T04:03:22.572000,36.0713,-117.99664,6.43,0.585,12,50,47,0.04,0.03
awr_000334,2019-04-24T04:37:40.272000,36.11613,-117.83828,4.149,-0.223,36,96,187,0.02,0.01
awr_000335,2019-04-24T06:59:34.462000,35.48735,-118.34569,2.16,0.573,1,3,7,0.0,0.01
awr_000336,2019-04-24T11:19:48.814000,35.48785,-118.34564,2.124,0.577,1,3,7,0.0,0.01
awr_000337,2019-04-24T14:29:34.729000,36.09399,-117.83719,3.054,0.679,9,24,45,0.02,0.01
awr_000338,2019-04-24T18:47:51.312000,35.38444,-118.55222,5.75,1.101,17,51,69,0.01,0.08
awr_000339,2019-04-24T23:35:32.080000,36.02515,-117.77514,3.136,-0.04,9,35,35,0.01,0.01
awr_000340,2019-04-24T23:35:56.851000,36.02515,-117.77541,3.17,0.446,15,74,70,0.03,0.01
awr_000341,2019-04-24T23:37:19.560000,36.02524,-117.77494,3.031,-0.04,11,46,38,0.02,0.01
awr_000342,2019-04-25T00:50:59.366000,35.95479,-117.66437,4.259,-0.022,3,8,10,0.04,0.05
awr_000343,2019-04-25T02:19:21.642000,36.02623,-117.77465,3.152,0.26,46,230,174,0.02,0.02
awr_000344,2019-04-25T02:31:08.754000,35.95541,-117.6606,5.045,-0.033,18,70,63,0.02,0.02
awr_000345,2019-04-25T03:23:52.941000,35.96506,-117.76495,5.257,-0.04,4,10,17,0.01,0.01
awr_000346,2019-04-25T04:18:46.107000,35.95523,-117.6606,5.069,-0.099,15,62,57,0.03,0.02
awr_000347,2019-04-25T09:55:49.858000,36.0152,-117.81291,2.597,1.21,17,89,122,0.02,0.06
awr_000348,2019-04-25T09:57:35.276000,36.01468,-117.81255,2.608,0.602,23,100,123,0.03,0.02
awr_000349,2019-04-25T09:57:59.358000,36.01415,-117.81232,2.625,0.229,19,81,94,0.04,0.02
awr_000350,2019-04-25T10:32:48.085000,36.02528,-117.77516,3.145,0.063,9,48,34,0.01,0.01
awr_000351,2019-04-25T15:23:50.880000,36.02395,-117.81235,2.342,0.06,31,136,107,0.02,0.01
awr_000352,2019-04-25T16:06:48.201000,36.07877,-117.86755,4.95,0.41,12,36,71,0.01,0.01
awr_000353,2019-04-25T17:31:51.634000,36.02465,-117.77415,2.841,-0.253,13,36,52,0.01,0.01
awr_000354,2019-04-25T22:28:15.670000,36.05613,-117.98541,5.522,0.457,1,4,3,0.0,0.03
awr_000355,2019-04-26T04:13:31.439000,36.26722,-118.32235,0.023,1.183,1,5,7,0.01,0.0
awr_000356,2019-04-26T04:14:44.922000,35.97573,-117.97447,5.141,0.177,2,6,9,0.01,0.0
awr_000357,2019-04-26T04:48:05.021000,35.94848,-117.74506,4.872,0.041,3,5,14,0.02,0.01
awr_000358,2019-04-26T05:05:26.484000,35.57155,-118.45078,11.609,0.761,5,5,29,0.0,0.01
awr_000359,2019-04-26T05:24:00.198000,35.97595,-117.97525,5.084,0.406,7,26,25,0.02,0.03
awr_000360,2019-04-26T05:58:25.111000,35.36239,-117.54076,3.143,0.792,1,3,8,0.0,0.01
awr_000361,2019-04-26T06:13:04.288000,36.09399,-117.83738,3.085,1.019,13,36,75,0.03,0.02
awr_000362,2019-04-26T08:03:01.431000,35.95021,-117.63765,4.723,0.666,5,26,21,0.03,0.02
awr_000363,2019-04-26T09:13:13.717000,36.00711,-117.93199,4.83,0.903,20,90,90,0.02,0.02
awr_000364,2019-04-26T09:14:47.223000,35.85849,-117.87754,10.644,0.198,2,5,14,0.01,0.01
awr_000365,2019-04-26T09:20:59.713000,35.85849,-117.87754,10.644,0.12,1,2,8,0.0,0.01
awr_000366,2019-04-26T09:29:17.561000,35.36239,-117.54076,3.143,0.791,1,3,8,0.0,0.01
awr_000367,2019-04-26T11:14:40.633000,36.00702,-117.93226,4.83,0.506,16,59,78,0.01,0.04
awr_000368,2019-04-26T11:16:22.826000,36.00707,-117.932,4.854,0.394,10,38,52,0.02,0.02
awr_000369,2019-04-26T11:56:07.815000,35.95547,-117.66038,5.04,-0.351,4,11,20,0.01,0.02
awr_000370,2019-04-26T19:29:56.689000,35.94191,-117.94259,10.695,0.451,11,44,74,0.01,0.01
awr_000371,2019-04-26T19:41:44.155000,35.94217,-117.9427,10.684,1.482,12,68,106,0.01,0.01
awr_000372,2019-04-26T19:42:33.945000,35.94176,-117.94254,10.704,0.784,11,60,87,0.01,0.01
awr_000373,2019-04-26T19:44:57.761000,35.94207,-117.9426,10.75,0.563,11,52,73,0.01,0.01
awr_000374,2019-04-26T20:04:30.556000,35.95065,-117.63771,4.723,-0.045,1,8,8,0.0,0.01
awr_000375,2019-04-26T21:12:10.751000,36.08209,-117.61222,3.692,0.992,3,14,9,0.02,0.09
awr_000376,2019-04-26T21:36:39.990000,35.94267,-117.94319,10.629,0.653,11,64,86,0.01,0.01
awr_000377,2019-04-26T21:37:23.877000,35.94262,-117.94307,10.65,0.141,10,33,59,0.01,0.01
awr_000378,2019-04-26T21:38:31.140000,35.94267,-117.94319,10.629,0.887,11,60,91,0.01,0.01
awr_000379,2019-04-26T21:59:45.557000,35.94222,-117.94317,10.644,0.506,11,50,74,0.01,0.01
awr_000380,2019-04-26T22:24:27.413000,36.05977,-117.62636,3.697,-0.096,1,7,9,0.0,0.0
awr_000381,2019-04-26T23:46:58.075000,35.94216,-117.94264,10.712,0.658,11,50,84,0.01,0.01
awr_000382,2019-04-27T03:17:18.653000,36.16427,-117.65757,1.457,1.095,1,8,10,0.0,0.0
awr_000383,2019-04-27T03:55:54.402000,35.94206,-117.94289,10.677,0.605,11,52,89,0.01,0.01
awr_000384,2019-04-27T04:33:20.533000,36.16427,-117.65757,1.457,0.356,1,8,10,0.0,0.0
awr_000385,2019-04-27T05:18:59.153000,35.57159,-118.45083,11.622,1.528,8,28,50,0.01,0.01
awr_000386,2019-04-27T05:30:47.946000,35.43137,-118.46008,3.188,1.251,1,3,4,0.01,0.01
awr_000387,2019-04-27T06:11:51.810000,36.35442,-117.96422,3.945,1.738,4,18,27,0.03,0.02
awr_000388,2019-04-27T06:51:46.689000,36.02562,-117.77479,3.176,-0.018,29,146,125,0.02,0.01
awr_000389,2019-04-27T08:34:49.937000,36.0072,-117.93245,4.833,0.07,3,9,10,0.01,0.0
awr_000390,2019-04-27T12:22:38.814000,35.57227,-118.45129,11.604,0.842,5,9,27,0.01,0.0
awr_000391,2019-04-27T12:42:09.240000,35.82303,-118.47057,9.887,1.519,2,18,18,0.01,0.01
awr_000392,2019-04-27T12:56:59.324000,36.01088,-117.80733,2.194,-0.038,4,13,15,0.02,0.01
awr_000393,2019-04-27T17:05:09.072000,36.06656,-117.50254,4.713,0.472,3,12,12,0.01,0.04
awr_000394,2019-04-27T20:59:47.052000,36.02487,-117.77543,2.993,0.407,46,247,113,0.01,0.02
awr_000395,2019-04-27T21:16:34.346000,35.99396,-117.69953,4.82,0.358,2,7,7,0.02,0.02
awr_000396,2019-04-27T23:17:35.537000,35.57188,-118.45076,11.72,0.734,3,5,15,0.01,0.01
awr_000397,2019-04-27T23:51:31.092000,36.06618,-117.50232,4.689,0.567,2,8,9,0.02,0.03
awr_000398,2019-04-27T23:56:09.778000,36.12176,-117.84027,3.568,0.334,35,122,167,0.02,0.02
awr_000399,2019-04-28T01:01:49.189000,35.38063,-118.55675,7.845,1.296,14,55,95,0.01,0.01
awr_000400,2019-04-28T06:01:12.928000,36.06689,-117.6913,2.677,0.943,67,490,490,0.02,0.01
awr_000401,2019-04-28T08:32:59.763000,36.06664,-117.69139,2.704,0.23,66,397,343,0.01,0.01
awr_000402,2019-04-28T17:41:20.251000,35.55603,-116.85407,3.221,1.752,2,12,11,0.01,0.01
awr_000403,2019-04-29T02:34:06.123000,35.76028,-118.02519,5.76,0.693,10,39,47,0.02,0.04
awr_000404,2019-04-29T02:48:28.147000,35.61468,-117.43886,8.408,1.071,5,12,31,0.01,0.03
awr_000405,2019-04-29T06:33:02.493000,35.55603,-116.85448,3.296,1.915,1,8,7,0.0,0.0
awr_000406,2019-04-29T06:55:12.636000,36.02283,-117.8083,2.523,-0.015,2,3,9,0.02,0.03
awr_000407,2019-04-29T09:50:04.219000,36.02698,-117.77393,2.982,-0.51,2,6,7,0.01,0.01
awr_000408,2019-04-29T15:55:52.461000,36.00195,-117.91505,7.544,0.508,2,8,6,0.01,0.02
awr_000409,2019-04-29T16:55:26.403000,35.93055,-117.68355,5.254,0.068,27,96,95,0.02,0.04
awr_000410,2019-04-30T03:54:13.084000,36.0222,-117.80462,2.165,-0.072,5,19,19,0.01,0.01
awr_000411,2019-04-30T04:04:42.494000,36.0947,-117.90453,6.711,0.805,18,53,75,0.04,0.04
awr_000412,2019-04-30T05:58:44.130000,36.0015,-117.6946,3.993,-0.202,2,7,9,0.01,0.01
awr_000413,2019-04-30T07:15:24.826000,35.83077,-117.54861,4.151,-0.109,4,12,21,0.01,0.01
awr_000414,2019-04-30T13:05:12.490000,35.96748,-117.99168,7.595,0.695,31,127,246,0.01,0.01
awr_000415,2019-04-30T13:11:05.335000,35.62198,-117.57747,9.191,0.559,5,17,19,0.02,0.01
awr_000416,2019-04-30T13:35:20.999000,35.89983,-117.98792,11.362,0.458,6,10,40,0.01,0.01
awr_000417,2019-04-30T14:40:35.494000,35.76016,-118.02845,5.545,0.701,12,48,55,0.04,0.06
awr_000418,2019-04-30T16:48:36.375000,36.07376,-117.88302,4.124,0.912,3,10,21,0.0,0.0
awr_000419,2019-04-30T17:31:23.728000,35.78632,-117.64923,10.174,0.434,3,14,10,0.01,0.01
awr_000420,2019-04-30T19:57:41.816000,35.83078,-117.54889,4.176,0.747,5,19,30,0.01,0.0
awr_000421,2019-04-30T21:10:16.630000,35.61457,-117.43865,8.451,1.078,3,8,11,0.03,0.03
awr_000422,2019-05-01T02:19:04.307000,35.38433,-118.55448,7.526,1.56,32,117,199,0.01,0.04
awr_000423,2019-05-01T05:54:11.626000,35.38427,-118.55519,7.875,1.187,9,23,41,0.01,0.01
awr_000424,2019-05-01T07:18:53.127000,35.3847,-118.55484,7.552,1.287,23,82,129,0.01,0.02
awr_000425,2019-05-01T08:11:42.062000,36.02302,-117.77216,3.152,-0.21,5,22,9,0.03,0.02
awr_000426,2019-05-01T08:27:28.990000,35.82303,-118.47057,9.887,0.823,2,16,14,0.01,0.01
awr_000427,2019-05-01T11:27:00.332000,36.00791,-117.6796,2.876,-0.008,1,3,7,0.01,0.01
awr_000428,2019-05-01T14:43:45.500000,36.1095,-117.64886,4.435,0.013,1,2,4,0.0,0.06
awr_000429,2019-05-01T16:33:07.511000,35.75989,-118.02851,5.575,1.538,31,184,139,0.03,0.04
awr_000430,2019-05-01T20:02:46.597000,35.97501,-117.97461,5.143,0.286,2,6,7,0.01,0.0
awr_000431,2019-05-01T21:30:26.184000,35.83151,-117.5496,3.346,0.194,21,128,95,0.01,0.01
awr_000432,2019-05-01T22:53:26.843000,36.02513,-117.77434,2.943,-0.439,26,65,114,0.02,0.01
awr_000433,2019-05-01T23:16:50.687000,36.0254,-117.77459,2.924,0.405,8,39,23,0.02,0.01
awr_000434,2019-05-01T23:40:04.459000,36.02455,-117.77467,2.925,0.392,39,178,206,0.02,0.01
awr_000435,2019-05-02T00:15:16.036000,36.02426,-117.77555,2.985,-0.11,33,135,126,0.01,0.01
awr_000436,2019-05-02T00:57:42.671000,36.0246,-117.77456,2.903,-0.256,17,49,69,0.01,0.01
awr_000437,2019-05-02T01:01:16.598000,36.02424,-117.77435,2.933,-0.118,22,70,94,0.01,0.01
awr_000438,2019-05-02T01:06:59.234000,36.02413,-117.77455,2.935,-0.04,39,149,216,0.01,0.02
awr_000439,2019-05-02T02:07:59.102000,35.31391,-118.54406,8.825,1.977,5,27,30,0.01,0.03
awr_000440,2019-05-02T05:42:00.871000,35.38448,-118.55496,7.499,1.056,22,58,127,0.01,0.07
awr_000441,2019-05-02T06:45:28.890000,35.83148,-117.5497,3.337,-0.125,21,121,99,0.01,0.02
awr_000442,2019-05-02T07:07:22.782000,35.96845,-117.99131,7.582,0.384,27,84,165,0.03,0.01
awr_000443,2019-05-02T10:09:45.951000,35.38512,-118.55493,7.566,1.252,22,74,134,0.01,0.01
awr_000444,2019-05-02T11:59:29.169000,36.0251,-117.7758,3.06,-0.193,24,87,100,0.02,0.01
awr_000445,2019-05-02T15:00:40.270000,35.38477,-118.55533,8.202,1.117,7,26,28,0.01,0.02
awr_000446,2019-05-02T17:13:53.261000,35.3131,-118.54308,8.794,2.317,8,48,42,0.01,0.01
awr_000447,2019-05-02T19:55:51.421000,35.96732,-117.99217,7.459,0.407,29,79,159,0.01,0.01
awr_000448,2019-05-02T20:18:25.636000,35.83156,-117.54969,3.359,-0.124,16,71,67,0.01,0.01
awr_000449,2019-05-02T21:05:45.729000,35.96738,-117.99206,7.458,0.197,16,34,80,0.01,0.01
awr_000450,2019-05-02T21:29:42.114000,36.02433,-117.77561,3.103,-0.262,24,77,98,0.02,0.01
awr_000451,2019-05-02T23:01:16.097000,35.38488,-118.55499,7.549,1.715,25,106,152,0.01,0.01
awr_000452,2019-05-02T23:18:00.095000,36.09758,-117.87311,4.406,-0.111,3,11,9,0.04,0.03
awr_000453,2019-05-03T00:16:27.605000,36.07862,-117.86879,5.047,-0.011,1,1,5,0.0,0.02
awr_000454,2019-05-03T03:42:33.819000,36.31389,-117.4646,8.504,0.709,1,3,5,0.01,0.01
awr_000455,2019-05-03T03:55:46.280000,36.02533,-117.77586,3.024,1.35,61,292,294,0.02,0.02
awr_000456,2019-05-03T05:14:12.922000,36.02316,-117.77418,2.91,0.173,32,127,175,0.01,0.01
awr_000457,2019-05-03T05:26:58.426000,35.83122,-117.55009,3.387,-0.063,16,73,59,0.01,0.01
awr_000458,2019-05-03T06:24:18.467000,36.02515,-117.77575,3.053,-0.416,13,43,51,0.01,0.01
awr_000459,2019-05-03T09:07:30.060000,36.05285,-117.38034,4.98,0.476,20,80,65,0.01,0.02
awr_000460,2019-05-03T10:57:54.544000,35.6487,-118.32259,9.208,0.527,63,247,294,0.01,0.01
awr_000461,2019-05-03T16:29:12.787000,35.78735,-117.49059,10.459,0.929,4,21,23,0.01,0.01
awr_000462,2019-05-03T18:39:42.403000,35.38459,-118.55476,7.879,0.986,8,27,35,0.01,0.01
awr_000463,2019-05-03T19:58:38.335000,35.27496,-118.53761,6.795,1.236,2,8,10,0.01,0.01
awr_000464,2019-05-03T20:09:40.274000,36.02247,-117.79178,2.556,-0.116,1,3,3,0.01,0.0
awr_000465,2019-05-04T02:27:28.730000,35.9888,-117.4457,2.89,0.685,2,10,2,0.05,0.03
awr_000466,2019-05-04T09:35:07.724000,35.88674,-117.68014,8.243,-0.128,12,29,57,0.06,0.02
awr_000467,2019-05-04T09:43:11.379000,35.83134,-117.54961,3.294,0.523,22,148,155,0.01,0.02
awr_000468,2019-05-04T12:48:43.755000,36.04595,-117.80303,2.38,0.11,3,6,16,0.02,0.04
awr_000469,2019-05-04T13:23:54.866000,36.10125,-117.84964,1.341,0.719,1,5,10,0.0,0.0
awr_000470,2019-05-04T15:50:20.962000,35.83209,-117.54948,3.453,0.076,23,138,130,0.01,0.03
awr_000471,2019-05-04T16:03:38.865000,36.0918,-117.84107,3.625,0.069,16,40,84,0.01,0.02
awr_000472,2019-05-04T17:21:42.131000,35.63713,-117.42852,7.149,0.482,3,8,10,0.1,0.06
awr_000473,2019-05-04T17:44:58.118000,35.83297,-118.47021,13.761,0.757,1,3,4,0.02,0.01
awr_000474,2019-05-04T18:31:00.099000,35.83213,-117.54933,3.357,0.141,20,139,115,0.01,0.01
awr_000475,2019-05-04T18:32:42.786000,35.83273,-117.54998,3.362,0.356,5,21,11,0.01,0.01
awr_000476,2019-05-05T00:15:30.242000,36.10108,-117.84976,1.374,0.227,1,5,10,0.0,0.0
awr_000477,2019-05-05T05:23:55.325000,35.83223,-117.54928,3.296,0.317,13,45,53,0.01,0.05
awr_000478,2019-05-05T11:09:08.283000,35.83099,-117.54902,4.196,-0.166,1,4,6,0.0,0.0
awr_000479,2019-05-05T11:44:26.443000,35.62197,-117.57935,8.833,0.429,10,41,34,0.02,0.1
awr_000480,2019-05-05T12:09:05.943000,35.83278,-117.54908,3.447,0.332,21,138,118,0.01,0.01
awr_000481,2019-05-05T13:34:27.076000,35.73743,-117.73404,10.5,1.088,14,53,64,0.01,0.02
awr_000482,2019-05-05T14:20:14.619000,35.74914,-117.56447,7.885,-0.145,2,8,4,0.01,0.01
awr_000483,2019-05-05T14:30:07.790000,35.73744,-117.73383,10.476,0.01,1,1,6,0.0,0.0
awr_000484,2019-05-05T22:35:48.883000,36.11964,-117.66926,3.107,0.454,105,583,468,0.01,0.02
awr_000485,2019-05-06T02:14:27.669000,36.13653,-117.8561,3.863,0.047,27,83,117,0.03,0.02
awr_000486,2019-05-06T02:51:18.195000,35.86028,-117.67615,7.519,0.718,15,120,126,0.01,0.01
awr_000487,2019-05-06T03:07:41.442000,36.11724,-117.86683,4.151,0.207,17,51,88,0.05,0.03
awr_000488,2019-05-06T03:16:00.898000,35.86046,-117.6763,7.554,0.643,16,117,170,0.01,0.01
awr_000489,2019-05-06T03:21:27.285000,35.86028,-117.67615,7.519,0.462,14,90,126,0.02,0.02
awr_000490,2019-05-06T06:17:09.632000,35.831,-117.54889,4.181,0.128,4,15,27,0.01,0.01
awr_000491,2019-05-06T06:30:23.455000,35.86028,-117.67615,7.519,0.527,16,134,167,0.01,0.02
awr_000492,2019-05-06T07:39:11.276000,35.69512,-118.33351,11.375,0.594,2,4,9,0.01,0.01
awr_000493,2019-05-06T11:31:12.777000,35.83092,-117.54881,4.198,-0.198,4,10,23,0.01,0.01
awr_000494,2019-05-06T11:36:59.405000,35.90776,-117.66478,4.704,-0.02,8,19,44,0.01,0.02
awr_000495,2019-05-06T12:39:33.777000,35.97501,-117.97461,5.143,0.036,3,11,8,0.01,0.0
awr_000496,2019-05-06T13:30:06.293000,36.0956,-117.79195,7.887,-0.019,1,3,3,0.02,0.04
awr_000497,2019-05-06T13:31:40.312000,35.85852,-117.6733,7.566,0.103,7,23,27,0.02,0.04
awr_000498,2019-05-06T13:34:10.328000,35.95784,-117.67571,6.026,-0.106,20,80,89,0.04,0.04
awr_000499,2019-05-06T14:53:24.902000,36.20286,-117.89195,3.828,0.578,13,53,82,0.02,0.02
awr_000500,2019-05-06T15:42:56.120000,35.79336,-117.63259,11.445,0.28,6,9,39,0.01,0.02
awr_000501,2019-05-06T17:43:00.657000,36.0803,-117.67413,1.703,0.131,4,17,19,0.01,0.01
awr_000502,2019-05-06T19:12:08.624000,35.79334,-117.63257,11.497,1.082,19,56,123,0.01,0.05
