%cl# YYYY MM DD HH mm ss.ss    lat(deg)  long.(deg) depth(km) mag eventID
20  2018 05 02 13 21 06.520    19.41365 -155.22941   2.6200  0.31 50248067
17  2018 05 02 13 21 33.310    19.41342 -155.24666   1.8870  0.90 50248092
17  2018 05 02 13 24 49.290    19.41350 -155.22967   2.6420  0.95 50248289
17  2018 05 02 13 25 20.570    19.41367 -155.22954   2.6290  0.58 50248320
20  2018 05 02 13 30 40.960    19.41333 -155.22996   2.6050  0.12 50248641
17  2018 05 02 13 59 20.100    19.41492 -155.22186   8.5090  0.64 50250360
17  2018 05 02 14 08 44.710    19.41297 -155.23092   2.6290  0.12 50250924
17  2018 05 02 14 35 05.360    19.41371 -155.22023   8.5360  0.00 50252506
17  2018 05 02 14 51 21.300    19.41400 -155.24699   1.8330  1.56 50253481
17  2018 05 02 14 57 53.000    19.41379 -155.24704   1.8340  0.90 50253872
17  2018 05 02 14 59 24.200    19.41354 -155.22931   2.6350  0.42 50253964
20  2018 05 02 15 00 57.610    19.41440 -155.24735   1.8660  0.97 50254057
17  2018 05 02 15 03 00.540    19.41439 -155.22948   2.6080  0.68 50254180
17  2018 05 02 15 12 33.090    19.41518 -155.22998   2.4550  0.21 50254753
17  2018 05 02 15 28 13.010    19.41369 -155.22966   2.6300  0.94 50255693
28  2018 05 02 15 32 23.240    19.38467 -155.27860   1.6060 -0.08 50255944
17  2018 05 02 15 45 13.770    19.41230 -155.22134   8.8740  0.28 50256714
20  2018 05 02 15 53 31.500    19.41361 -155.22970   2.6420  0.18 50257211
17  2018 05 02 15 58 17.730    19.41355 -155.22957   2.6460  1.03 50257498
17  2018 05 02 16 02 26.870    19.41353 -155.22948   2.6140  1.30 50257747
20  2018 05 02 16 33 25.880    19.41373 -155.24657   1.8380  0.12 50259605
17  2018 05 02 16 34 52.700    19.41299 -155.23638   7.7820  0.77 50259693
17  2018 05 02 16 40 32.140    19.41399 -155.24660   1.8210 -0.21 50260031
17  2018 05 02 16 49 45.900    19.41314 -155.22533   3.1510  0.00 50260587
17  2018 05 02 16 52 41.760    19.41369 -155.24658   1.8400  0.60 50260761
17  2018 05 02 16 53 18.980    19.41349 -155.22964   2.6410  0.51 50260799
17  2018 05 02 17 16 06.040    19.41368 -155.22967   2.6390  1.44 50262166
17  2018 05 02 17 49 57.120    19.41348 -155.22956   2.6370  0.83 50264197
20  2018 05 02 17 56 38.620    19.41183 -155.22380   3.0950  1.49 50264599
17  2018 05 02 17 58 55.100    19.41483 -155.22964   2.4700  0.32 50264735
17  2018 05 02 18 01 13.400    19.41383 -155.24645   1.8290  1.64 50264873
16  2018 05 02 18 05 03.640    19.39145 -155.28154   1.8020  1.03 50265103
17  2018 05 02 18 07 26.520    19.41337 -155.22978   2.6070  0.60 50265246
17  2018 05 02 18 07 48.440    19.41372 -155.22966   2.6280  0.82 50265268
20  2018 05 02 18 12 44.260    19.41439 -155.22951   2.4870  1.35 50265564
20  2018 05 02 18 14 05.880    19.41344 -155.22967   2.6050  0.32 50265645
17  2018 05 02 18 21 38.200    19.41352 -155.22912   2.6770  0.49 50266098
17  2018 05 02 18 31 59.360    19.41626 -155.20264   2.3220  1.89 50266720
17  2018 05 02 18 35 18.000    19.41014 -155.22012   9.0540  1.24 50266918
17  2018 05 02 18 39 19.720    19.41355 -155.22959   2.6410  0.84 50267160
17  2018 05 02 18 59 02.900    19.41354 -155.22941   2.6050  1.03 50268343
20  2018 05 02 19 14 13.800    19.41310 -155.22983   2.5030  0.51 50269254
17  2018 05 02 19 17 34.360    19.41505 -155.22174   8.5040  0.59 50269454
20  2018 05 02 19 24 54.680    19.41341 -155.22982   2.6020  0.57 50269894
17  2018 05 02 19 36 07.840    19.41368 -155.22961   2.6310  1.50 50270567
17  2018 05 02 19 37 58.480    19.41354 -155.22964   2.6490  0.80 50270678
28  2018 05 02 19 43 28.760    19.41368 -155.22943   2.6360  0.90 50271009
17  2018 05 02 19 45 24.880    19.41346 -155.22975   2.6260 -0.03 50271125
17  2018 05 02 19 45 35.060    19.41634 -155.20260   2.3130  0.91 50271136
17  2018 05 02 19 57 34.460    19.41387 -155.22910   2.6460  0.30 50271854
17  2018 05 02 20 08 54.160    19.41372 -155.23006   2.5400  0.21 50272534
17  2018 05 02 20 21 03.420    19.41357 -155.22952   2.6420  1.18 50273263
20  2018 05 02 20 33 46.520    19.41336 -155.22998   2.5990  0.10 50274027
17  2018 05 02 20 39 37.360    19.41334 -155.23031   2.6040  0.73 50274377
17  2018 05 02 21 04 30.400    19.40963 -155.22035   8.5790  0.27 50275871
17  2018 05 02 21 05 23.760    19.41354 -155.22948   2.6460  0.49 50275924
20  2018 05 02 21 09 50.320    19.41396 -155.24653   1.8370  0.55 50276190
17  2018 05 02 21 11 36.000    19.41363 -155.22969   2.6330  0.44 50276296
17  2018 05 02 21 29 26.520    19.41382 -155.24661   1.8930  0.52 50277366
20  2018 05 02 21 41 12.080    19.38785 -155.23913   5.5850  0.00 50278072
17  2018 05 02 21 51 31.440    19.41343 -155.22970   2.6320  0.85 50278691
17  2018 05 02 22 01 52.040    19.41357 -155.22995   2.6710  0.90 50279311
17  2018 05 02 22 05 31.760    19.41346 -155.22972   2.6480  0.33 50279532
17  2018 05 02 22 07 16.320    19.41340 -155.22995   2.5950  0.51 50279636
11  2018 05 02 22 09 01.760    19.41373 -155.24626   1.8030  1.09 50279741
17  2018 05 02 22 16 12.100    19.41352 -155.22951   2.6420  0.21 50280172
17  2018 05 02 22 32 24.360    19.41350 -155.22980   2.6100  0.38 50281144
17  2018 05 02 22 35 38.000    19.41372 -155.22959   2.6200  0.39 50281338
20  2018 05 02 22 37 17.160    19.41335 -155.23019   2.5870  0.28 50281437
17  2018 05 02 22 38 46.640    19.41366 -155.22969   2.6410  1.49 50281526
17  2018 05 02 22 39 36.920    19.41636 -155.20254   2.3190  0.93 50281578
17  2018 05 02 22 56 48.720    19.41355 -155.22972   2.6450  0.13 50282609
31  2018 05 02 23 14 42.600    19.41364 -155.24670   1.8630  0.08 50283682
17  2018 05 02 23 23 29.140    19.41351 -155.22961   2.6450  0.38 50284209
20  2018 05 02 23 39 22.880    19.41365 -155.22920   2.6390 -0.26 50285163
16  2018 05 02 23 53 12.960    19.40485 -155.27990   0.2540  1.44 50285993
17  2018 05 03 00 09 57.350    19.41375 -155.22970   2.6430  0.45 50300597
17  2018 05 03 00 11 03.800    19.41165 -155.22121   8.8420  0.49 50300663
17  2018 05 03 00 16 14.720    19.41366 -155.22956   2.6390  0.16 50300975
17  2018 05 03 00 19 00.480    19.41352 -155.22957   2.6410  0.81 50301140
17  2018 05 03 00 20 41.250    19.41311 -155.22982   2.6460 -0.12 50301241
17  2018 05 03 00 33 50.310    19.40993 -155.22046   8.6900  0.42 50302030
17  2018 05 03 00 37 08.150    19.41366 -155.22967   2.6350  0.77 50302228
20  2018 05 03 00 53 32.660    19.41342 -155.22969   2.6110  0.42 50303213
17  2018 05 03 01 02 21.650    19.41403 -155.24715   1.9190  1.12 50303741
17  2018 05 03 01 04 52.960    19.41336 -155.22974   2.6250  0.39 50303893
20  2018 05 03 01 05 26.100    19.41334 -155.23055   2.6040 -0.01 50303926
17  2018 05 03 01 10 56.260    19.41350 -155.22954   2.6270  0.98 50304256
20  2018 05 03 01 15 36.510    19.41338 -155.22931   2.6430  0.34 50304536
20  2018 05 03 01 20 34.090    19.41356 -155.22990   2.6420  1.04 50304834
10  2018 05 03 01 46 27.890    19.38087 -155.22808   4.3800  2.41 50306388
17  2018 05 03 01 47 20.480    19.41370 -155.22974   2.6360  1.07 50306440
10  2018 05 03 01 50 30.560    19.40682 -155.23937   1.3240  0.41 50306631
 6  2018 05 03 01 54 20.200    19.39091 -155.24575   5.1230  1.15 50306861
20  2018 05 03 01 58 23.640    19.41342 -155.22980   2.6090  0.65 50307103
17  2018 05 03 01 59 08.800    19.41358 -155.22969   2.6390  1.03 50307149
17  2018 05 03 02 03 59.170    19.41369 -155.22959   2.6330  0.42 50307439
17  2018 05 03 02 08 23.150    19.41326 -155.22935   2.6370  1.14 50307703
17  2018 05 03 02 13 35.920    19.41496 -155.24725   1.8100  0.46 50308015
20  2018 05 03 02 17 49.650    19.40991 -155.22035   8.6400  0.22 50308269
17  2018 05 03 02 26 32.760    19.41347 -155.23003   2.5760  0.23 50308792
17  2018 05 03 02 49 22.250    19.41377 -155.22954   2.6240  0.40 50310162
20  2018 05 03 02 51 06.860    19.41150 -155.23088   2.7160  0.16 50310266
17  2018 05 03 02 52 05.850    19.41393 -155.24658   1.8310  0.90 50310325
20  2018 05 03 03 02 38.830    19.41373 -155.22943   2.6110  0.12 50310959
17  2018 05 03 03 10 31.910    19.41382 -155.24683   1.8620  0.48 50311431
17  2018 05 03 03 11 44.710    19.41368 -155.24629   1.8240  0.17 50311504
20  2018 05 03 03 30 29.920    19.41344 -155.22842   2.6660  0.27 50312630
17  2018 05 03 03 31 50.920    19.41428 -155.24722   1.8120  0.66 50312710
17  2018 05 03 03 35 41.490    19.41374 -155.22961   2.6340  0.89 50312941
20  2018 05 03 03 37 48.320    19.41351 -155.22959   2.6030  0.24 50313068
17  2018 05 03 03 43 37.450    19.41405 -155.24658   1.8350 -0.15 50313417
17  2018 05 03 04 03 38.350    19.41435 -155.24735   1.8080  0.46 50314617
17  2018 05 03 04 04 27.800    19.41361 -155.22967   2.6640  1.28 50314668
17  2018 05 03 04 10 01.970    19.41371 -155.22957   2.6340  0.52 50315002
11  2018 05 03 04 10 49.210    19.39956 -155.28999   1.2150  0.78 50315049
17  2018 05 03 04 12 56.910    19.41349 -155.22951   2.6090  1.23 50315177
20  2018 05 03 04 19 40.090    19.41360 -155.22923   2.6310  0.65 50315580
17  2018 05 03 04 36 47.520    19.41268 -155.23229   2.6320  0.14 50316607
17  2018 05 03 04 41 34.780    19.41405 -155.24697   1.8370  0.54 50316894
20  2018 05 03 04 42 57.000    19.41382 -155.22904   2.6340  1.02 50316977
17  2018 05 03 04 49 38.380    19.41370 -155.22972   2.6470  1.16 50317378
17  2018 05 03 04 52 47.140    19.40442 -155.25571   1.7240  0.54 50317568
17  2018 05 03 04 56 14.080    19.41526 -155.22017   8.4880  0.45 50317774
20  2018 05 03 05 03 35.730    19.41392 -155.24673   1.8320  0.04 50318215
20  2018 05 03 05 04 48.560    19.41393 -155.24621   1.8200  0.28 50318288
17  2018 05 03 05 14 19.820    19.41339 -155.22954   2.6420  0.74 50318860
17  2018 05 03 05 28 17.250    19.41268 -155.22977   2.6500  0.16 50319697
17  2018 05 03 05 32 38.750    19.41586 -155.24681   1.7890  0.13 50319958
17  2018 05 03 05 32 52.220    19.41363 -155.22977   2.6030  0.52 50319972
17  2018 05 03 05 40 03.990    19.41347 -155.22954   2.6210  0.43 50320404
23  2018 05 03 05 42 30.470    19.39392 -155.25125   1.2550  0.51 50320551
17  2018 05 03 05 44 57.710    19.41443 -155.24699   1.9050  0.28 50320696
20  2018 05 03 05 56 46.640    19.41341 -155.22995   2.5830  0.24 50321406
17  2018 05 03 05 59 56.850    19.41148 -155.22174   8.7580  0.68 50321598
20  2018 05 03 06 01 46.070    19.41375 -155.23006   2.6680  1.02 50321706
17  2018 05 03 06 04 44.010    19.41625 -155.20265   2.3160 -0.02 50321885
17  2018 05 03 06 13 09.490    19.41164 -155.22140   8.8410  0.80 50322389
20  2018 05 03 06 14 43.860    19.41386 -155.24653   1.8360  0.51 50322483
17  2018 05 03 06 15 57.350    19.41362 -155.22949   2.6400  0.08 50322557
17  2018 05 03 06 21 27.470    19.41490 -155.22137   8.5640  0.46 50322887
20  2018 05 03 06 28 03.430    19.41369 -155.22928   2.6290  0.03 50323283
20  2018 05 03 06 36 40.190    19.41242 -155.22858   2.8260  0.36 50323800
17  2018 05 03 06 38 33.040    19.41375 -155.22944   2.6490  0.23 50323913
17  2018 05 03 06 41 07.080    19.41223 -155.23263   2.5030  0.36 50324066
17  2018 05 03 06 45 37.150    19.41361 -155.22957   2.6380  0.27 50324337
20  2018 05 03 06 49 01.230    19.41311 -155.23079   2.5710  0.09 50324541
20  2018 05 03 06 51 08.750    19.41360 -155.22777   2.6040  0.45 50324669
17  2018 05 03 06 54 13.000    19.41394 -155.24655   1.8200  0.39 50324852
17  2018 05 03 06 58 01.690    19.41627 -155.20257   2.3300  0.66 50325083
17  2018 05 03 06 58 17.660    19.41353 -155.22956   2.6460  1.17 50325098
 7  2018 05 03 07 13 13.370    19.40424 -155.29373   0.5590  1.90 50325993
17  2018 05 03 07 14 12.270    19.41351 -155.22959   2.6390  0.54 50326052
17  2018 05 03 07 26 07.080    19.41376 -155.22957   2.6360  0.95 50326767
17  2018 05 03 07 35 12.270    19.37961 -155.33792   4.7870  1.20 50327313
17  2018 05 03 07 37 31.980    19.41371 -155.22918   2.6640  0.35 50327452
20  2018 05 03 07 42 12.680    19.41351 -155.22931   2.6180  0.17 50327733
17  2018 05 03 07 43 05.480    19.41415 -155.24725   1.8980  1.08 50327785
20  2018 05 03 07 44 52.170    19.41306 -155.23053   2.5910 -0.01 50327892
17  2018 05 03 07 50 39.320    19.41487 -155.22176   8.5510  0.72 50328239
20  2018 05 03 07 54 27.190    19.41492 -155.22736   2.6270  1.37 50328467
17  2018 05 03 07 57 29.500    19.41370 -155.24652   1.8130 -0.05 50328649
17  2018 05 03 08 09 44.490    19.41394 -155.22026   8.5340  0.32 50329384
20  2018 05 03 08 26 41.960    19.41394 -155.24640   1.8460  0.24 50330401
17  2018 05 03 08 33 21.950    19.41347 -155.22959   2.6380  0.57 50330802
17  2018 05 03 08 33 37.760    19.41354 -155.22957   2.6490  0.78 50330818
17  2018 05 03 08 35 20.620    19.41261 -155.23119   2.6050 -0.02 50330920
17  2018 05 03 08 41 31.520    19.41372 -155.22912   2.6780  0.07 50331291
20  2018 05 03 08 43 35.720    19.41348 -155.22978   2.5940  0.12 50331416
17  2018 05 03 08 43 57.670    19.41360 -155.22962   2.6460  0.10 50331437
17  2018 05 03 08 44 45.710    19.41337 -155.23009   2.6020  0.19 50331485
17  2018 05 03 08 45 43.160    19.41373 -155.22959   2.6320  0.98 50331543
17  2018 05 03 09 04 31.860    19.41348 -155.22962   2.6400  0.24 50332672
20  2018 05 03 09 05 05.420    19.41219 -155.22061   8.9440  0.19 50332705
17  2018 05 03 09 12 55.760    19.41642 -155.20247   2.3160  0.35 50333177
17  2018 05 03 09 18 24.640    19.41348 -155.22961   2.6420  0.36 50333505
20  2018 05 03 09 20 18.080    19.41368 -155.24650   1.8280  0.29 50333618
17  2018 05 03 09 21 58.440    19.41364 -155.22946   2.6470  0.28 50333718
39  2018 05 03 09 22 49.910    19.38411 -155.21974   1.4990  3.11 50333770
17  2018 05 03 09 43 41.890    19.41363 -155.22978   2.6290  0.20 50335022
 6  2018 05 03 09 49 55.810    19.39042 -155.24570   5.1380 -0.05 50335397
17  2018 05 03 09 50 09.030    19.41264 -155.22972   2.7430  0.41 50335409
17  2018 05 03 09 55 19.640    19.41350 -155.22956   2.6320  1.17 50335720
17  2018 05 03 10 01 55.140    19.41371 -155.24696   1.8420  0.45 50336114
17  2018 05 03 10 04 29.460    19.41653 -155.20273   2.3060 -0.01 50336270
17  2018 05 03 10 21 29.210    19.41363 -155.22969   2.6390  0.37 50337289
20  2018 05 03 10 24 50.020    19.41393 -155.24647   1.8330  0.05 50337489
17  2018 05 03 10 25 14.090    19.41370 -155.22972   2.6460  1.05 50337514
17  2018 05 03 10 27 34.880    19.41378 -155.24697   1.8620  0.21 50337654
 1  2018 05 03 10 41 35.370    19.40406 -155.27572   1.6530  0.00 50338496
20  2018 05 03 10 49 58.880    19.41352 -155.22957   2.6020  1.32 50338999
31  2018 05 03 10 50 31.340    19.41397 -155.24653   1.8410  0.60 50339031
47  2018 05 03 10 57 18.840    19.41283 -155.23036   2.5990  0.15 50339438
17  2018 05 03 11 26 53.470    19.41372 -155.22956   2.6390  1.03 50341213
 4  2018 05 03 11 27 43.700    19.41714 -155.28783   0.9210  0.00 50341264
17  2018 05 03 11 28 48.250    19.41347 -155.22944   2.6010  0.43 50341327
20  2018 05 03 11 33 34.770    19.41323 -155.22998   2.5970  0.15 50341614
17  2018 05 03 11 33 55.210    19.41627 -155.20264   2.3210  0.68 50341636
20  2018 05 03 11 36 31.630    19.41301 -155.23397   2.6110 -0.02 50341791
20  2018 05 03 11 40 32.000    19.41473 -155.22923   2.4390  0.55 50342032
17  2018 05 03 11 42 34.450    19.41375 -155.22936   2.6410  0.41 50342154
17  2018 05 03 11 47 49.050    19.41359 -155.22967   2.6280  0.19 50342469
17  2018 05 03 11 49 11.060    19.41372 -155.22944   2.6390  0.09 50342551
17  2018 05 03 11 51 21.000    19.41329 -155.22946   2.6060  0.32 50342681
17  2018 05 03 11 53 51.140    19.41389 -155.24657   1.8320 -0.22 50342830
17  2018 05 03 11 59 28.880    19.41360 -155.22970   2.6070  0.53 50343169
20  2018 05 03 12 04 44.270    19.41399 -155.24671   1.8340 -0.19 50343484
17  2018 05 03 12 04 59.540    19.41878 -155.31961   4.8840  1.14 50343499
17  2018 05 03 12 08 56.450    19.41349 -155.22956   2.6440  0.96 50343736
20  2018 05 03 12 15 32.280    19.41415 -155.22935   2.5380  0.19 50344132
20  2018 05 03 12 29 44.490    19.41367 -155.22913   2.5630  0.54 50344984
17  2018 05 03 12 42 02.660    19.41415 -155.24713   1.7940  0.44 50345722
17  2018 05 03 12 48 32.430    19.41377 -155.24647   1.8280  0.89 50346112
17  2018 05 03 12 52 45.760    19.41324 -155.22980   2.5830  0.08 50346365
17  2018 05 03 12 54 02.760    19.41194 -155.22117   8.8920  0.43 50346442
17  2018 05 03 12 55 26.600    19.41333 -155.22993   2.6090  0.87 50346526
17  2018 05 03 12 57 02.310    19.41362 -155.22951   2.6200  0.36 50346622
17  2018 05 03 13 03 13.760    19.41373 -155.22959   2.6440  1.41 50346994
20  2018 05 03 13 13 03.740    19.41340 -155.22982   2.6010  0.09 50347584
20  2018 05 03 13 20 01.620    19.41380 -155.22910   2.6160 -0.08 50348001
17  2018 05 03 13 31 58.210    19.40997 -155.22023   8.6260  0.59 50348718
17  2018 05 03 13 35 18.610    19.41410 -155.24684   1.8400  0.57 50348918
20  2018 05 03 13 39 18.310    19.41390 -155.22928   2.6330 -0.01 50349158
17  2018 05 03 13 44 05.450    19.41423 -155.24733   1.8420  0.72 50349445
17  2018 05 03 13 51 58.720    19.41371 -155.22966   2.6400  1.13 50349919
17  2018 05 03 13 58 03.480    19.41370 -155.22952   2.6480  0.33 50350283
17  2018 05 03 13 59 12.710    19.41343 -155.22964   2.6440  1.72 50350353
17  2018 05 03 14 33 13.450    19.41373 -155.24634   1.8210  0.10 50352393
17  2018 05 03 14 38 34.550    19.41387 -155.24697   1.8190  0.45 50352714
20  2018 05 03 14 46 25.260    19.41352 -155.22910   2.6060  0.27 50353185
17  2018 05 03 14 46 36.770    19.41374 -155.24657   1.8920  0.29 50353196
20  2018 05 03 14 49 09.530    19.41404 -155.24743   1.9080  0.70 50353349
17  2018 05 03 14 55 38.290    19.41347 -155.22961   2.6110  0.41 50353738
16  2018 05 03 15 03 29.830    19.40720 -155.28112   1.2530  1.51 50354210
17  2018 05 03 15 08 25.450    19.41322 -155.22993   2.6370  0.12 50354505
 3  2018 05 03 15 15 31.380    19.39887 -155.28109  15.1030  0.74 50354932
17  2018 05 03 15 17 29.500    19.41374 -155.24686   1.8430  0.21 50355049
17  2018 05 03 15 20 07.960    19.41391 -155.24660   1.8480  0.29 50355207
17  2018 05 03 15 24 51.270    19.41179 -155.22127   8.8410  0.35 50355491
20  2018 05 03 15 27 28.120    19.41281 -155.23201   2.5390  0.29 50355648
17  2018 05 03 15 28 29.690    19.41381 -155.24624   1.8410  0.20 50355709
17  2018 05 03 15 39 02.280    19.41362 -155.22954   2.6320  0.12 50356342
 8  2018 05 03 15 40 09.560    19.41426 -155.26934   1.0390  1.00 50356410
31  2018 05 03 15 50 12.100    19.41400 -155.24629   1.8500 -0.35 50357011
17  2018 05 03 15 53 20.230    19.41355 -155.22952   2.6450  0.17 50357200
17  2018 05 03 15 54 10.420    19.41351 -155.22946   2.6160  1.48 50357250
20  2018 05 03 15 57 31.130    19.41389 -155.24668   1.8160 -0.20 50357450
20  2018 05 03 16 00 53.850    19.41552 -155.22978   2.3000  0.58 50357654
17  2018 05 03 16 11 01.710    19.41293 -155.22974   2.6310  0.14 50358261
20  2018 05 03 16 14 39.340    19.41111 -155.22007   8.6440  1.21 50358479
17  2018 05 03 16 19 03.110    19.41474 -155.22147   8.5050  0.51 50358743
 7  2018 05 03 16 27 03.050    19.41133 -155.28265  -0.3650  1.21 50359223
17  2018 05 03 16 27 40.260    19.41395 -155.24640   1.8350  0.35 50359259
40  2018 05 03 16 28 39.300    19.40435 -155.27502   2.3410  1.53 50359320
17  2018 05 03 16 50 04.120    19.41419 -155.24754   1.8890  1.02 50360604
17  2018 05 03 16 55 36.050    19.41333 -155.22990   2.6290  0.34 50360936
17  2018 05 03 17 06 39.400    19.40947 -155.22021   8.5820  0.02 50361600
17  2018 05 03 17 17 53.800    19.41398 -155.22928   2.6520  0.42 50362273
20  2018 05 03 17 30 00.480    19.41355 -155.22954   2.5980  0.22 50363000
20  2018 05 03 17 42 39.520    19.41389 -155.24653   1.8370  0.27 50363759
20  2018 05 03 17 49 59.480    19.41241 -155.22908   2.6290  0.76 50364199
20  2018 05 03 17 52 14.800    19.41243 -155.24686   2.1200  0.23 50364334
 8  2018 05 03 18 09 58.060    19.43183 -155.25872   1.7220  0.16 50365398
