,Unnamed: 0,time,latitude,longitude,depth,magnitude,event_description,associated_phase_count,azimuthal_gap,event_id,horizontal_uncertainty,local_magnitude,moment_magnitude,duration_magnitude,magnitude_type,p_phase_count,s_phase_count,p_pick_count,s_pick_count,standard_error,used_phase_count,station_count,vertical_uncertainty,updated,author,agency_id,creation_time,version,stations,strike,dip,rake,kappa,scalar error,template-id,Slip style
66,66,2009-10-06 00:27:56.791954,-41.729778,174.260688,6375.0,1.25462809132,,9.0,230.567,smi:local/2016_11_14t20_13_34_20091006T002803.359533,,1.25462809132,,,ML,3.0,6.0,3.0,6.0,0.513221,9.0,6.0,6433.48272711,2021-06-09 18:37:59.000000,EQcorrscan,,2021-06-08 12:11:24.498499,,"BSWZ, NNZ, OGWZ, TCW, THZ, TUWZ",,,,,,2016_11_14t20_13_34,Unknown
67,67,2009-10-06 20:09:34.093000,-41.73174,174.23924,10403.0,1.68216056704,,0.0,,smi:local/2016_11_14t02_34_43_20091006T200937.526199,527.0,1.68216056704,,,ML,0.0,0.0,9.0,17.0,0.330827586207,39.0,0.0,198.0,2021-06-09 18:38:02.000000,EQcorrscan,,2021-06-08 12:11:24.511096,,,,,,,,2016_11_14t02_34_43,Strike-slip
68,68,2009-10-14 21:12:30.122000,-41.77276,174.23481,10393.0,1.65249510712,,0.0,,smi:local/2016_11_13t21_47_26_20091014T211233.456197,254.0,1.65249510712,,,ML,0.0,0.0,3.0,14.0,0.651136363636,1095.0,0.0,329.0,2021-06-09 18:38:03.000000,EQcorrscan,,2021-06-08 12:12:02.202441,,,,,,,,2016_11_13t21_47_26,Strike-slip
69,69,2009-10-17 20:57:21.865288,-41.865821,174.100144,9617.188,1.86480908997,,6.0,264.432,smi:local/2016_11_14t08_17_35_20091017T205728.338203,,1.86480908997,,,ML,1.0,5.0,1.0,7.0,0.158497,6.0,5.0,5961.61052066,2021-06-09 18:38:04.000000,EQcorrscan,,2021-06-08 12:12:43.573031,,"BSWZ, DUWZ, TCW, THZ, TUWZ",,,,,,2016_11_14t08_17_35,Unknown
70,70,2009-11-11 00:05:58.054877,-41.733322,174.307383,15085.938,1.27151474598,,7.0,261.719,smi:local/2016_11_14t22_46_01_20091111T000601.826199,,1.27151474598,,,ML,2.0,5.0,2.0,7.0,0.233069,7.0,5.0,4175.032934,2021-06-09 18:38:05.000000,EQcorrscan,,2021-06-08 12:15:51.551177,,"BSWZ, CMWZ, KHZ, THZ, TUWZ",,,,,,2016_11_14t22_46_01,Reverse
71,71,2009-11-22 07:53:40.719500,-42.392764,173.937563,-578.125,2.28188626515,,8.0,258.281,smi:local/2016_11_24t14_24_41_20091122T075347.472863,,2.28188626515,,,ML,1.0,7.0,1.0,8.0,0.622193,8.0,7.0,17824.0006732,2021-06-09 18:38:06.000000,EQcorrscan,,2021-06-08 12:18:46.666444,,"BSWZ, CAW, DSZ, DUWZ, KIW, THZ, WEL",,,,,,2016_11_24t14_24_41,Unknown
72,72,2009-12-01 20:59:30.769358,-41.714819,174.587479,57781.25,1.41845711372,,5.0,303.123,smi:local/2016_11_15t22_40_44_20091201T205924.259533,,1.41845711372,,,ML,0.0,5.0,0.0,8.0,0.0807324,5.0,5.0,18417.1659058,2021-06-09 18:38:07.000000,EQcorrscan,,2021-06-08 12:21:49.902780,,"CAW, KIW, MTW, OGWZ, PLWZ",,,,,,2016_11_15t22_40_44,Unknown
73,73,2009-12-02 06:29:41.369474,-41.791243,174.108394,10554.688,1.42684755197,,12.0,167.572,smi:local/2016_12_06t14_38_45_20091202T062944.626199,,1.42684755197,,,ML,5.0,7.0,5.0,9.0,0.166832,12.0,10.0,4254.53875291,2021-06-09 18:38:08.000000,EQcorrscan,,2021-06-08 12:21:49.914151,,"BSWZ, CAW, DUWZ, KHZ, KIW, NNZ, OXZ, TCW, THZ, TUWZ",,,,,,2016_12_06t14_38_45,Strike-slip
74,74,2009-12-16 12:41:46.592632,-42.297441,173.918195,-70.312,2.4505726464,,6.0,215.562,smi:local/2016_11_13t17_43_02_20091216T124159.796195,,2.4505726464,,,ML,2.0,4.0,2.0,4.0,0.246971,6.0,6.0,14743.6087848,2021-06-09 18:38:09.000000,EQcorrscan,,2021-06-08 12:26:53.561175,,"BSWZ, DSZ, DUWZ, LTZ, THZ, WEL",,,,,,2016_11_13t17_43_02,Unknown
75,75,2010-01-05 04:03:58.631000,-40.1082,174.94547,31699.0,2.0317868254,,0.0,,smi:local/2017_03_26t11_17_43_20100105T040412.576324,46.0,2.0317868254,,,ML,0.0,0.0,7.0,12.0,2.05965882353,1206.0,0.0,43.0,2021-06-09 18:38:11.000000,EQcorrscan,,2021-06-08 12:32:11.176470,,,,,,,,2017_03_26t11_17_43,Normal
76,76,2010-01-07 08:57:59.841000,-40.11939,174.95598,34910.0,2.28265846494,,0.0,,smi:local/2017_03_26t11_17_43_20100107T085814.100203,307.0,2.28265846494,,,ML,0.0,0.0,9.0,8.0,0.58,29.0,0.0,377.0,2021-06-09 18:38:12.000000,EQcorrscan,,2021-06-08 12:32:58.760640,,,,,,,,2017_03_26t11_17_43,Normal
77,77,2010-01-11 15:53:07.789321,-41.750369,174.241338,10945.312,1.24973212293,,7.0,219.153,smi:local/2016_11_14t16_41_43_20100111T155312.914878,,1.24973212293,,,ML,0.0,7.0,0.0,8.0,0.250233,7.0,6.0,8855.47853027,2021-06-09 18:38:13.000000,EQcorrscan,,2021-06-08 12:33:41.698173,,"BSWZ, CAW, DUWZ, MTW, TCW, WEL",,,,,,2016_11_14t16_41_43,Unknown
78,78,2010-01-18 21:25:11.121000,-41.78843,174.24818,13508.0,1.34943662069,,0.0,,smi:local/2016_11_15t17_28_19_20100118T212514.748382,915.0,1.34943662069,,,ML,0.0,0.0,14.0,21.0,1.43555555556,532.0,0.0,126.0,2021-06-09 18:38:16.000000,EQcorrscan,,2021-06-08 12:35:12.476948,,,,,,,,2016_11_15t17_28_19,Strike-slip
79,79,2010-01-18 21:25:11.696000,-41.74972,174.29505,7595.0,1.394648559,,0.0,,smi:local/2016_11_13t22_50_08_20100118T212520.415049,148.0,1.394648559,,,ML,0.0,0.0,3.0,7.0,0.505396825397,32.0,0.0,176.0,2021-06-09 18:38:17.000000,EQcorrscan,,2021-06-08 12:35:12.504141,,,,,,,,2016_11_13t22_50_08,Unknown
80,80,2010-01-21 09:59:46.952454,-40.789951,172.998405,96179.688,1.7243369147,,22.0,227.895,smi:local/2017_04_13t21_32_59_20100121T100003.701533,,1.7243369147,,,ML,9.0,13.0,9.0,26.0,0.918917,22.0,13.0,1900.17893894,2021-06-09 18:38:20.000000,EQcorrscan,,2021-06-08 12:35:58.370429,,"BSWZ, CAW, DSZ, KIW, MQZ, MTW, NNZ, OGWZ, OXZ, PLWZ, TCW, THZ, TUWZ",,,,,,2017_04_13t21_32_59,Reverse
81,81,2010-02-04 15:04:46.403835,-41.769615,174.140759,14558.594,0.953752878197,,9.0,201.062,smi:local/2017_01_28t22_59_14_20100204T150449.604873,,0.953752878197,,,ML,3.0,6.0,3.0,10.0,0.367136,9.0,7.0,3508.8602138,2021-06-09 18:38:21.000000,EQcorrscan,,2021-06-08 12:40:33.493733,,"BSWZ, CAW, CMWZ, DSZ, MTW, TCW, THZ",,,,,,2017_01_28t22_59_14,Strike-slip
82,82,2010-02-06 15:17:23.922000,-41.69113,174.24394,12432.0,1.11974700106,,0.0,,smi:local/2016_11_21t02_47_13_20100206T151727.591531,466.0,1.11974700106,,,ML,0.0,0.0,4.0,13.0,1.37655913978,74.0,0.0,276.0,2021-06-09 18:38:22.000000,EQcorrscan,,2021-06-08 12:42:04.923287,,,,,,,,2016_11_21t02_47_13,Strike-slip
83,83,2010-02-26 23:20:51.914000,-42.37448,173.78559,14481.0,1.45312853422,,0.0,,smi:local/2016_11_20t07_28_17_20100226T232056.150204,178.0,1.45312853422,,,ML,0.0,0.0,3.0,14.0,2.10363636364,26.0,0.0,100.0,2021-06-09 18:38:24.000000,EQcorrscan,,2021-06-08 12:45:54.804482,,,,,,,,2016_11_20t07_28_17,Reverse
84,84,2010-03-09 05:08:24.093000,-41.73958,174.26167,10817.0,1.24499639314,,0.0,,smi:local/2016_11_13t19_48_10_20100309T050827.103531,713.0,1.24499639314,,,ML,0.0,0.0,6.0,19.0,1.99533101045,137.0,0.0,668.0,2021-06-09 18:38:26.000000,EQcorrscan,,2021-06-08 12:50:32.626794,,,,,,,,2016_11_13t19_48_10,Normal
85,85,2010-03-20 14:14:37.601000,-40.10965,174.94538,31631.0,2.26125668457,,0.0,,smi:local/2017_03_26t11_17_43_20100320T141451.783530,48.0,2.26125668457,,,ML,0.0,0.0,5.0,14.0,2.51799171136,1089.0,0.0,52.0,2021-06-09 18:38:27.000000,EQcorrscan,,2021-06-08 12:52:43.723995,,,,,,,,2017_03_26t11_17_43,Normal
86,86,2010-03-24 11:29:48.013000,-41.72917,174.31621,12752.0,1.86888181304,,0.0,,smi:local/2016_11_19t20_48_57_20100324T112951.696200,565.0,1.86888181304,,,ML,0.0,0.0,8.0,28.0,0.813473684211,240.0,0.0,318.0,2021-06-09 18:38:30.000000,EQcorrscan,,2021-06-08 12:53:30.581141,,,,,,,,2016_11_19t20_48_57,Strike-slip
87,87,2010-03-25 07:08:46.070000,-41.72917,174.31641,12727.0,1.46796316403,,0.0,,smi:local/2016_11_19t20_48_57_20100325T070850.426869,557.0,1.46796316403,,,ML,0.0,0.0,7.0,20.0,0.594076023392,113.0,0.0,316.0,2021-06-09 18:38:33.000000,EQcorrscan,,2021-06-08 12:54:25.374083,,,,,,,,2016_11_19t20_48_57,Strike-slip
88,88,2010-03-27 10:00:03.287631,-41.598694,174.42858,9304.688,1.05191463228,,9.0,182.435,smi:local/2017_04_17t07_54_39_20100327T100009.015055,,1.05191463228,,,ML,3.0,6.0,3.0,10.0,0.306095,9.0,8.0,6102.20451968,2021-06-09 18:38:34.000000,EQcorrscan,,2021-06-08 12:55:13.467268,,"BSWZ, CAW, CMWZ, NNZ, OGWZ, TCW, THZ, TUWZ",,,,,,2017_04_17t07_54_39,Strike-slip
89,89,2010-03-29 12:37:21.053000,-41.73479,174.13904,13518.0,1.61053418218,,0.0,,smi:local/2016_11_30t03_43_10_20100329T123724.839533,104.0,1.61053418218,,,ML,0.0,0.0,14.0,20.0,0.659110836678,2210.0,0.0,78.0,2021-06-09 18:38:37.000000,EQcorrscan,,2021-06-08 12:55:53.441176,,,,,,,,2016_11_30t03_43_10,Strike-slip
90,90,2010-03-30 23:11:10.230267,-41.72269,174.167312,11609.375,1.33130179769,,6.0,262.144,smi:local/2016_11_14t01_42_30_20100330T231115.596863,,1.33130179769,,,ML,3.0,3.0,3.0,4.0,0.377085,6.0,5.0,23839.1484747,2021-06-09 18:38:38.000000,EQcorrscan,,2021-06-08 12:56:33.875761,,"BSWZ, DUWZ, NNZ, TCW, TUWZ",,,,,,2016_11_14t01_42_30,Unknown
91,91,2010-03-31 19:36:17.588910,-41.770091,174.050778,5554.688,2.68787898697,,8.0,212.827,smi:local/2016_11_15t01_34_12_20100331T193620.996863,,2.68787898697,,,ML,4.0,4.0,4.0,6.0,0.399989,8.0,8.0,5611.73769879,2021-06-09 18:38:39.000000,EQcorrscan,,2021-06-08 12:56:33.863762,,"BSWZ, CAW, CMWZ, MTW, NNZ, OGWZ, TCW, WEL",,,,,,2016_11_15t01_34_12,Strike-slip
92,92,2010-04-01 11:28:37.042000,-41.74561,174.18076,11128.0,1.29153687485,,0.0,,smi:local/2016_11_15t18_11_22_20100401T112839.958382,616.0,1.29153687485,,,ML,0.0,0.0,7.0,13.0,1.94285714286,34.0,0.0,767.0,2021-06-09 18:38:41.000000,EQcorrscan,,2021-06-08 12:57:16.442568,,,,,,,,2016_11_15t18_11_22,Unknown
93,93,2010-04-02 03:51:41.050000,-41.73463,174.13917,13484.0,1.58778733376,,0.0,,smi:local/2016_11_30t03_43_10_20100402T035144.589534,130.0,1.58778733376,,,ML,0.0,0.0,13.0,17.0,0.58065186235,2186.0,0.0,109.0,2021-06-09 18:38:43.000000,EQcorrscan,,2021-06-08 12:58:02.632285,,,,,,,,2016_11_30t03_43_10,Strike-slip
94,94,2010-04-26 05:07:52.250035,-42.143215,173.70317,9695.312,1.56315184107,,7.0,159.383,smi:local/2016_11_26t02_14_33_20100426T050755.573531,,1.56315184107,,,ML,5.0,2.0,5.0,3.0,0.230345,7.0,7.0,7630.48491251,2021-06-09 18:38:44.000000,EQcorrscan,,2021-06-08 13:07:37.407079,,"BSWZ, CAW, KHZ, LTZ, NNZ, THZ, TUWZ",,,,,,2016_11_26t02_14_33,Strike-slip
95,95,2010-04-26 18:09:18.538814,-42.281906,173.881117,10867.188,2.0840639782,,11.0,194.685,smi:local/2017_01_04t05_31_45_20100426T180922.340197,,2.0840639782,,,ML,6.0,5.0,6.0,7.0,0.347229,11.0,9.0,6429.11346921,2021-06-09 18:38:46.000000,EQcorrscan,,2021-06-08 13:07:37.491166,,"BSWZ, CAW, CMWZ, DSZ, NNZ, OXZ, TCW, THZ, TUWZ",,,,,,2017_01_04t05_31_45,Reverse
96,96,2010-04-26 19:03:16.038000,-41.807,174.22414,14066.0,1.8422633256,,0.0,,smi:local/2016_11_15t20_54_36_20100426T190319.706864,188.0,1.8422633256,,,ML,0.0,0.0,11.0,23.0,0.525164847423,548.0,0.0,156.0,2021-06-09 18:38:48.000000,EQcorrscan,,2021-06-08 13:07:37.445836,,,,,,,,2016_11_15t20_54_36,Strike-slip
97,97,2010-05-06 22:16:43.070000,-41.73503,174.13891,13459.0,2.97514178271,,0.0,,smi:local/2016_11_30t03_43_10_20100506T221646.988371,110.0,2.97514178271,,,ML,0.0,0.0,17.0,24.0,0.692946174436,3895.0,0.0,85.0,2021-06-09 18:38:52.000000,EQcorrscan,,2021-06-08 13:09:05.326635,,,,,,,,2016_11_30t03_43_10,Strike-slip
98,98,2010-05-06 22:20:20.185000,-41.73452,174.13966,13382.0,1.38225513467,,0.0,,smi:local/2016_11_30t03_43_10_20100506T222023.955038,106.0,1.38225513467,,,ML,0.0,0.0,9.0,10.0,0.651861577608,1236.0,0.0,72.0,2021-06-09 18:38:54.000000,EQcorrscan,,2021-06-08 13:09:05.347528,,,,,,,,2016_11_30t03_43_10,Strike-slip
99,99,2010-05-11 02:06:30.474780,-42.055484,173.743567,5671.875,1.26467217396,,6.0,258.409,smi:local/2016_11_15t00_21_09_20100511T020638.456196,,1.26467217396,,,ML,2.0,4.0,2.0,5.0,0.378871,6.0,5.0,8209.87210619,2021-06-09 18:38:55.000000,EQcorrscan,,2021-06-08 13:09:47.215767,,"BSWZ, DUWZ, KIW, THZ, TUWZ",,,,,,2016_11_15t00_21_09,Unknown
100,100,2010-05-14 23:27:02.024000,-41.73435,174.13962,13450.0,1.30763676329,,0.0,,smi:local/2016_11_30t03_43_10_20100514T232705.400195,99.0,1.30763676329,,,ML,0.0,0.0,8.0,13.0,0.606379708789,1073.0,0.0,99.0,2021-06-09 18:38:57.000000,EQcorrscan,,2021-06-08 13:10:27.226835,,,,,,,,2016_11_30t03_43_10,Strike-slip
101,101,2010-05-23 20:27:44.063000,-41.72313,174.33078,16339.0,1.75555724717,,0.0,,smi:local/2016_11_16t03_08_46_20100523T202748.093534,862.0,1.75555724717,,,ML,0.0,0.0,3.0,12.0,0.07,22.0,0.0,168.0,2021-06-09 18:38:58.000000,EQcorrscan,,2021-06-08 13:12:38.155721,,,,,,,,2016_11_16t03_08_46,Unknown
102,102,2010-05-24 10:01:47.091000,-41.73341,174.14585,12033.0,0.740395632008,,0.0,,smi:local/2016_11_30t03_43_10_20100524T100150.260200,222.0,0.740395632008,,,ML,0.0,0.0,2.0,7.0,0.533323383085,247.0,0.0,411.0,2021-06-09 18:38:59.000000,EQcorrscan,,2021-06-08 13:12:38.181607,,,,,,,,2016_11_30t03_43_10,Strike-slip
103,103,2010-05-30 04:49:11.494875,-41.899889,174.431067,3171.875,1.52392690036,,9.0,214.889,smi:local/2016_11_24t13_23_29_20100530T044917.963529,,1.52392690036,,,ML,4.0,5.0,4.0,7.0,0.429156,9.0,9.0,5278.97717366,2021-06-09 18:39:00.000000,EQcorrscan,,2021-06-08 13:13:21.456489,,"BSWZ, CMWZ, DUWZ, KIW, MTW, OGWZ, PLWZ, THZ, TUWZ",,,,,,2016_11_24t13_23_29,Strike-slip
104,104,2010-05-30 18:05:06.065000,-41.27597,174.52767,35733.0,1.2506551391,,0.0,,smi:local/2016_11_16t20_30_04_20100530T180513.563529,22.0,1.2506551391,,,ML,0.0,0.0,2.0,15.0,0.851666666667,42.0,0.0,52.0,2021-06-09 18:39:02.000000,EQcorrscan,,2021-06-08 13:13:21.438531,,,,,,,,2016_11_16t20_30_04,Normal
105,105,2010-06-04 05:38:34.730234,-41.727046,174.273821,7976.562,0.753568203283,,6.0,213.715,smi:local/2016_11_13t15_03_14_20100604T053841.673527,,0.753568203283,,,ML,2.0,4.0,2.0,5.0,0.330235,6.0,5.0,14540.3576297,2021-06-09 18:39:02.000000,EQcorrscan,,2021-06-08 13:13:56.551906,,"BSWZ, DUWZ, MTW, TCW, TUWZ",,,,,,2016_11_13t15_03_14,Unknown
106,106,2010-06-26 17:08:47.736000,-41.72662,174.27474,14192.0,0.998211696441,,0.0,,smi:local/2016_11_14t11_40_35_20100626T170854.435013,,0.998211696441,,,ML,0.0,0.0,2.0,7.0,1.93857142857,46.0,0.0,0.0,2021-06-09 18:39:03.000000,EQcorrscan,,2021-06-08 13:18:30.671386,,,,,,,,2016_11_14t11_40_35,Unknown
107,107,2010-07-02 21:26:51.923000,-41.69105,174.26852,14016.0,1.18691057017,,0.0,,smi:local/2016_12_27t03_29_44_20100702T212655.791721,177.0,1.18691057017,,,ML,0.0,0.0,7.0,21.0,0.473800323193,460.0,0.0,273.0,2021-06-09 18:39:05.000000,EQcorrscan,,2021-06-08 13:19:24.003731,,,,,,,,2016_12_27t03_29_44,Strike-slip
108,108,2010-07-13 10:08:36.795988,-41.673158,174.198387,2429.688,1.70703135115,,7.0,133.913,smi:local/2016_11_13t19_17_59_20100713T100839.238389,,1.70703135115,,,ML,2.0,5.0,2.0,9.0,0.322056,7.0,6.0,8038.43268305,2021-06-09 18:39:06.000000,EQcorrscan,,2021-06-08 13:21:09.579438,,"BSWZ, CAW, CMWZ, KIW, MTW, WEL",,,,,,2016_11_13t19_17_59,Unknown
109,109,2010-07-31 10:39:31.355500,-41.857081,174.349823,27156.25,1.66123442059,,5.0,332.337,smi:local/2016_11_15t22_40_44_20100731T103930.423542,,1.66123442059,,,ML,0.0,5.0,0.0,10.0,0.192998,5.0,5.0,15663.5245076,2021-06-09 18:39:07.000000,EQcorrscan,,2021-06-08 13:24:15.445026,,"CAW, KIW, MTW, OGWZ, WEL",,,,,,2016_11_15t22_40_44,Unknown
110,110,2010-08-06 05:58:37.591000,-41.80577,174.18658,14283.0,1.36229137889,,0.0,,smi:local/2016_11_26t21_24_39_20100806T055841.360204,123.0,1.36229137889,,,ML,0.0,0.0,4.0,9.0,2.30113636364,30.0,0.0,88.0,2021-06-09 18:39:09.000000,EQcorrscan,,2021-06-08 13:26:36.273258,,,,,,,,2016_11_26t21_24_39,Strike-slip
111,111,2010-08-10 09:58:21.577046,-41.727046,174.273821,1726.562,1.09000897174,,7.0,213.715,smi:local/2016_11_13t15_03_14_20100810T095829.672869,,1.09000897174,,,ML,2.0,5.0,2.0,6.0,0.296348,7.0,6.0,11709.6541367,2021-06-09 18:39:10.000000,EQcorrscan,,2021-06-08 13:27:23.899519,,"BSWZ, DUWZ, MTW, OGWZ, TCW, TUWZ",,,,,,2016_11_13t15_03_14,Unknown
112,112,2010-08-10 16:02:52.125775,-41.934277,174.105435,10867.188,1.59103954178,,10.0,255.368,smi:local/2016_11_13t19_15_07_20100810T160257.572869,,1.59103954178,,,ML,2.0,8.0,2.0,11.0,0.418471,10.0,9.0,5094.781644,2021-06-09 18:39:11.000000,EQcorrscan,,2021-06-08 13:27:23.879624,,"BSWZ, CAW, CMWZ, DUWZ, KIW, MTW, OGWZ, PLWZ, WEL",,,,,,2016_11_13t19_15_07,Unknown
113,113,2010-08-18 09:53:04.438000,-41.84313,174.07257,13261.0,1.37717943796,,0.0,,smi:local/2016_11_14t22_26_18_20100818T095309.191552,580.0,1.37717943796,,,ML,0.0,0.0,4.0,12.0,1.41421969697,79.0,0.0,771.0,2021-06-09 18:39:12.000000,EQcorrscan,,2021-06-08 13:30:15.286249,,,,,,,,2016_11_14t22_26_18,Reverse
114,114,2010-08-21 12:39:46.681000,-42.00884,173.68379,3420.0,1.80445766878,,0.0,,smi:local/2016_12_07t12_08_38_20100821T123952.842861,6.0,1.80445766878,,,ML,0.0,0.0,15.0,31.0,3.30283216783,74.0,0.0,9.0,2021-06-09 18:39:16.000000,EQcorrscan,,2021-06-08 13:30:53.093476,,,,,,,,2016_12_07t12_08_38,Normal
115,115,2010-08-21 13:37:51.978000,-42.00887,173.68348,3405.0,1.21503517664,,0.0,,smi:local/2016_12_07t12_08_38_20100821T133757.609528,7.0,1.21503517664,,,ML,0.0,0.0,6.0,18.0,2.1669047619,76.0,0.0,14.0,2021-06-09 18:39:18.000000,EQcorrscan,,2021-06-08 13:30:53.198072,,,,,,,,2016_12_07t12_08_38,Normal
116,116,2010-08-21 13:53:10.941000,-42.11751,173.74239,9102.0,1.16008290631,,0.0,,smi:local/2016_11_17t07_30_22_20100821T135315.242861,237.0,1.16008290631,,,ML,0.0,0.0,5.0,10.0,1.76,12.0,0.0,163.0,2021-06-09 18:39:20.000000,EQcorrscan,,2021-06-08 13:30:53.251290,,,,,,,,2016_11_17t07_30_22,Strike-slip
117,117,2010-08-21 16:32:51.012000,-42.00898,173.6837,3423.0,1.23629714247,,0.0,,smi:local/2016_12_07t12_08_38_20100821T163256.642861,4.0,1.23629714247,,,ML,0.0,0.0,6.0,16.0,2.079,54.0,0.0,9.0,2021-06-09 18:39:22.000000,EQcorrscan,,2021-06-08 13:30:53.151001,,,,,,,,2016_12_07t12_08_38,Normal
118,118,2010-08-29 01:35:32.007000,-42.08572,173.78616,4020.0,1.83900179945,,0.0,,smi:local/2016_11_17t06_22_31_20100829T013535.632868,1.0,1.83900179945,,,ML,0.0,0.0,9.0,12.0,0.0583333333333,10.0,0.0,0.0,2021-06-09 18:39:24.000000,EQcorrscan,,2021-06-08 13:32:30.326160,,,,,,,,2016_11_17t06_22_31,Strike-slip
119,119,2010-09-04 12:04:19.236930,-41.679686,174.214781,24734.375,2.76101677368,,7.0,203.272,smi:local/2016_11_13t22_39_37_20100904T120422.669535,,2.76101677368,,,ML,0.0,7.0,0.0,10.0,0.408393,7.0,7.0,22028.7766342,2021-06-09 18:39:25.000000,EQcorrscan,,2021-06-08 13:34:08.641717,,"CAW, KIW, MTW, NNZ, OGWZ, THZ, WEL",,,,,,2016_11_13t22_39_37,Unknown
120,120,2010-09-11 18:05:03.586403,-42.412738,173.72764,-2335.938,2.6034395904,,7.0,176.302,smi:local/2016_11_16t00_46_42_20100911T180521.570201,,2.6034395904,,,ML,3.0,4.0,3.0,4.0,0.33758,7.0,5.0,31246.7758337,2021-06-09 18:39:26.000000,EQcorrscan,,2021-06-08 13:35:34.051483,,"CMWZ, DSZ, LTZ, MQZ, WEL",,,,,,2016_11_16t00_46_42,Unknown
121,121,2010-09-13 11:53:06.109477,-42.336599,173.872673,-2707.031,1.49700640505,,10.0,212.365,smi:local/2016_11_13t19_29_02_20100913T115313.391724,,1.49700640505,,,ML,3.0,7.0,3.0,7.0,0.42899,10.0,7.0,4210.19001946,2021-06-09 18:39:27.000000,EQcorrscan,,2021-06-08 13:37:15.712907,,"BSWZ, KHZ, LTZ, MQZ, NNZ, OXZ, THZ",,,,,,2016_11_13t19_29_02,Unknown
122,122,2010-09-14 21:26:07.672905,-40.122194,174.931961,33328.125,1.53869980171,,6.0,289.688,smi:local/2017_03_26t11_17_43_20100914T212621.089529,,1.53869980171,,,ML,2.0,4.0,2.0,6.0,0.162126,6.0,6.0,15017.622981,2021-06-09 18:39:28.000000,EQcorrscan,,2021-06-08 13:38:00.975585,,"CAW, DUWZ, MTW, OGWZ, PLWZ, TCW",,,,,,2017_03_26t11_17_43,Normal
123,123,2010-09-15 05:38:39.578275,-41.718495,174.25121,10613.281,3.28067407613,,8.0,177.363,smi:local/2016_11_14t12_46_11_20100915T053842.249535,,3.28067407613,,,ML,1.0,7.0,1.0,9.0,0.111627,8.0,6.0,27874.1098513,2021-06-09 18:39:29.000000,EQcorrscan,,2021-06-08 13:38:46.073654,,"BSWZ, CAW, CMWZ, TCW, TUWZ, WEL",,,,,,2016_11_14t12_46_11,Unknown
124,124,2010-09-22 10:18:39.081000,-42.11286,173.73621,12626.0,2.12850724854,,0.0,,smi:local/2016_11_27t02_47_52_20100922T101843.050189,773.0,2.12850724854,,,ML,0.0,0.0,13.0,21.0,0.519057339024,555.0,0.0,189.0,2021-06-09 18:39:32.000000,EQcorrscan,,2021-06-08 13:39:31.578567,,,,,,,,2016_11_27t02_47_52,Strike-slip
125,125,2010-09-23 16:24:56.076000,-42.11233,173.73644,12514.0,1.03314419163,,0.0,,smi:local/2016_11_27t02_47_52_20100923T162459.876863,585.0,1.03314419163,,,ML,0.0,0.0,4.0,8.0,0.40375,38.0,0.0,262.0,2021-06-09 18:39:34.000000,EQcorrscan,,2021-06-08 13:40:14.234410,,,,,,,,2016_11_27t02_47_52,Strike-slip
126,126,2010-10-01 09:28:15.008000,-41.647,174.28156,4587.0,1.51380054909,,0.0,,smi:local/2016_11_18t09_11_50_20101001T092819.239531,71.0,1.51380054909,,,ML,0.0,0.0,2.0,16.0,1.755,90.0,0.0,144.0,2021-06-09 18:39:35.000000,EQcorrscan,,2021-06-08 13:43:03.310852,,,,,,,,2016_11_18t09_11_50,Strike-slip
127,127,2010-10-01 10:14:35.851000,-41.64517,174.27989,5122.0,1.80373434729,,0.0,,smi:local/2016_11_18t09_11_50_20101001T101439.206197,30.0,1.80373434729,,,ML,0.0,0.0,5.0,19.0,1.5967768595,139.0,0.0,42.0,2021-06-09 18:39:37.000000,EQcorrscan,,2021-06-08 13:43:03.295646,,,,,,,,2016_11_18t09_11_50,Strike-slip
128,128,2010-10-01 10:42:14.981000,-41.64516,174.27968,5104.0,1.50873428448,,0.0,,smi:local/2016_11_18t09_11_50_20101001T104219.006197,29.0,1.50873428448,,,ML,0.0,0.0,4.0,16.0,0.773817204301,111.0,0.0,44.0,2021-06-09 18:39:39.000000,EQcorrscan,,2021-06-08 13:43:03.325693,,,,,,,,2016_11_18t09_11_50,Strike-slip
129,129,2010-10-01 22:17:04.231000,-41.77586,174.27481,15046.0,1.29519656651,,0.0,,smi:local/2016_11_14t09_15_10_20101001T221708.136871,521.0,1.29519656651,,,ML,0.0,0.0,8.0,15.0,0.471153846154,210.0,0.0,447.0,2021-06-09 18:39:41.000000,EQcorrscan,,2021-06-08 13:43:48.745687,,,,,,,,2016_11_14t09_15_10,Unknown
130,130,2010-10-02 19:03:30.931000,-41.76505,174.14079,13440.0,1.85812172894,,0.0,,smi:local/2016_11_14t01_15_46_20101002T190335.270204,219.0,1.85812172894,,,ML,0.0,0.0,3.0,12.0,0.382941176471,42.0,0.0,141.0,2021-06-09 18:39:42.000000,EQcorrscan,,2021-06-08 13:43:48.730783,,,,,,,,2016_11_14t01_15_46,Strike-slip
131,131,2010-10-07 12:11:39.723000,-41.75204,174.30751,14852.0,1.04771735858,,0.0,,smi:local/2016_11_14t22_46_01_20101007T121144.413530,333.0,1.04771735858,,,ML,0.0,0.0,3.0,13.0,2.71537037037,62.0,0.0,232.0,2021-06-09 18:39:43.000000,EQcorrscan,,2021-06-08 13:45:15.499823,,,,,,,,2016_11_14t22_46_01,Reverse
